id,name,state,population
1904,Caldwell County,North Carolina,82991
1905,Camden County,North Carolina,10836
1906,Carteret County,North Carolina,70339
1907,Caswell County,North Carolina,22964
1908,Catawba County,North Carolina,160512
1909,Chatham County,North Carolina,73996
1910,Cherokee County,North Carolina,28716
1911,Chowan County,North Carolina,14193
1912,Clay County,North Carolina,11270
1913,Cleveland County,North Carolina,98790
1914,Columbus County,North Carolina,56307
1915,Craven County,North Carolina,104118
1916,Cumberland County,North Carolina,336226
1917,Currituck County,North Carolina,27389
1918,Dare County,North Carolina,36929
1919,Davidson County,North Carolina,168567
1920,Davie County,North Carolina,43234
1921,Duplin County,North Carolina,59546
1922,Durham County,North Carolina,320452
1923,Edgecombe County,North Carolina,52615
1924,Forsyth County,North Carolina,383543
1925,Franklin County,North Carolina,68352
1926,Gaston County,North Carolina,225458
1927,Gates County,North Carolina,11709
1928,Graham County,North Carolina,8583
1929,Granville County,North Carolina,60820
1930,Greene County,North Carolina,21258
1931,Guilford County,North Carolina,539926
1932,Halifax County,North Carolina,51167
1933,Harnett County,North Carolina,135787
1934,Haywood County,North Carolina,62697
1935,Henderson County,North Carolina,118117
1936,Hertford County,North Carolina,23936
1937,Hoke County,North Carolina,55406
1938,Hyde County,North Carolina,5291
1939,Iredell County,North Carolina,180527
1940,Jackson County,North Carolina,43835
1941,Johnston County,North Carolina,205051
1942,Jones County,North Carolina,9750
1943,Lee County,North Carolina,62172
1944,Lenoir County,North Carolina,56632
1945,Lincoln County,North Carolina,84752
1946,McDowell County,North Carolina,46040
1947,Macon County,North Carolina,35699
1948,Madison County,North Carolina,22018
1949,Martin County,North Carolina,22937
1950,Mecklenburg County,North Carolina,1106724
1951,Mitchell County,North Carolina,15176
1952,Montgomery County,North Carolina,27591
1953,Moore County,North Carolina,99839
1954,Nash County,North Carolina,95118
1955,New Hanover County,North Carolina,234997
1956,Northampton County,North Carolina,19907
1957,Onslow County,North Carolina,200000
1958,Orange County,North Carolina,147739
1959,Pamlico County,North Carolina,12819
1960,Pasquotank County,North Carolina,40104
1961,Pender County,North Carolina,62891
1962,Perquimans County,North Carolina,13579
1963,Person County,North Carolina,39970
1964,Pitt County,North Carolina,182023
1965,Polk County,North Carolina,20853
1966,Randolph County,North Carolina,145031
1967,Richmond County,North Carolina,45413
1968,Robeson County,North Carolina,133376
1969,Rockingham County,North Carolina,91753
1970,Rowan County,North Carolina,142918
1971,Rutherford County,North Carolina,67609
1972,Sampson County,North Carolina,64372
1973,Scotland County,North Carolina,35218
1974,Stanly County,North Carolina,62803
1975,Stokes County,North Carolina,46000
1976,Surry County,North Carolina,72791
1977,Swain County,North Carolina,14412
1978,Transylvania County,North Carolina,34616
1979,Tyrrell County,North Carolina,4179
1980,Union County,North Carolina,238673
1981,Vance County,North Carolina,45105
1982,Wake County,North Carolina,1105110
1983,Warren County,North Carolina,20039
1984,Washington County,North Carolina,11998
1985,Watauga County,North Carolina,56601
1986,Wayne County,North Carolina,124693
1987,Wilkes County,North Carolina,69361
1988,Wilson County,North Carolina,82410
1989,Yadkin County,North Carolina,37983
1990,Yancey County,North Carolina,18113
1991,Adams County,North Dakota,2321
1992,Barnes County,North Dakota,10666
1993,Benson County,North Dakota,7044
1994,Billings County,North Dakota,930
1995,Bottineau County,North Dakota,6486
1996,Bowman County,North Dakota,3112
1997,Burke County,North Dakota,2125
1998,Burleigh County,North Dakota,96390
1999,Cass County,North Dakota,183644
2000,Cavalier County,North Dakota,3874
2001,Dickey County,North Dakota,4960
2002,Divide County,North Dakota,2310
2003,Dunn County,North Dakota,4383
2004,Eddy County,North Dakota,2340
2005,Emmons County,North Dakota,3334
2006,Foster County,North Dakota,3254
2007,Golden Valley County,North Dakota,1790
2008,Grand Forks County,North Dakota,71600
2009,Grant County,North Dakota,2402
2010,Griggs County,North Dakota,2258
2011,Hettinger County,North Dakota,2543
2012,Kidder County,North Dakota,2479
2013,LaMoure County,North Dakota,4110
2014,Logan County,North Dakota,1925
2015,McHenry County,North Dakota,5884
2016,McIntosh County,North Dakota,2615
2017,McKenzie County,North Dakota,13792
2018,McLean County,North Dakota,9653
2019,Mercer County,North Dakota,8364
2020,Morton County,North Dakota,31460
2021,Mountrail County,North Dakota,10338
2022,Nelson County,North Dakota,2903
2023,Oliver County,North Dakota,1975
2024,Pembina County,North Dakota,7028
2025,Pierce County,North Dakota,4129
2026,Ramsey County,North Dakota,11616
2027,Ransom County,North Dakota,5298
2028,Renville County,North Dakota,2402
2029,Richland County,North Dakota,16429
2030,Rolette County,North Dakota,14469
2031,Sargent County,North Dakota,3915
2032,Sheridan County,North Dakota,1365
2033,Sioux County,North Dakota,4409
2034,Slope County,North Dakota,772
2035,Stark County,North Dakota,31360
2036,Steele County,North Dakota,1925
2037,Stutsman County,North Dakota,21162
2038,Towner County,North Dakota,2218
2039,Traill County,North Dakota,8131
2040,Walsh County,North Dakota,10792
2041,Ward County,North Dakota,68538
2042,Wells County,North Dakota,4003
2043,Williams County,North Dakota,35764
2044,Adams County,Ohio,28049
2045,Allen County,Ohio,103866
2046,Ashland County,Ohio,54375
2047,Ashtabula County,Ohio,98636
2048,Athens County,Ohio,66590
2049,Auglaize County,Ohio,46341
2050,Belmont County,Ohio,68296
2051,Brown County,Ohio,44113
2052,Butler County,Ohio,386860
2053,Carroll County,Ohio,27398
2054,Champaign County,Ohio,39208
2055,Clark County,Ohio,136163
2056,Clermont County,Ohio,207875
2057,Clinton County,Ohio,42550
2058,Columbiana County,Ohio,103868
2059,Coshocton County,Ohio,37058
2060,Crawford County,Ohio,42037
2061,Cuyahoga County,Ohio,1258438
2062,Darke County,Ohio,51925
2063,Defiance County,Ohio,38612
2064,Delaware County,Ohio,207227
2065,Erie County,Ohio,75490
2066,Fairfield County,Ohio,157608
2067,Fayette County,Ohio,29002
2068,Franklin County,Ohio,1325660
2069,Fulton County,Ohio,42772
2070,Gallia County,Ohio,30330
2071,Geauga County,Ohio,95133
2072,Greene County,Ohio,169964
2073,Guernsey County,Ohio,39479
2074,Hamilton County,Ohio,826258
2075,Hancock County,Ohio,76820
2076,Hardin County,Ohio,31849
2077,Harrison County,Ohio,15352
2078,Henry County,Ohio,27404
2079,Highland County,Ohio,43563
2080,Hocking County,Ohio,28718
2081,Holmes County,Ohio,44407
2082,Huron County,Ohio,59190
2083,Jackson County,Ohio,32764
2084,Jefferson County,Ohio,66538
2085,Knox County,Ohio,62619
2086,Lake County,Ohio,233216
2087,Lawrence County,Ohio,60568
2088,Licking County,Ohio,177829
2089,Logan County,Ohio,45890
2090,Lorain County,Ohio,313089
2091,Lucas County,Ohio,434938
2092,Madison County,Ohio,44934
2093,Mahoning County,Ohio,232334
2094,Marion County,Ohio,66021
2095,Medina County,Ohio,181246
2096,Meigs County,Ohio,23377
2097,Mercer County,Ohio,41439
2098,Miami County,Ohio,107467
2099,Monroe County,Ohio,13952
2100,Montgomery County,Ohio,538571
2101,Morgan County,Ohio,14775
2102,Morrow County,Ohio,35524
2103,Muskingum County,Ohio,87193
2104,Noble County,Ohio,14522
2105,Ottawa County,Ohio,41247
2106,Paulding County,Ohio,18980
2107,Perry County,Ohio,36455
2108,Pickaway County,Ohio,58767
2109,Pike County,Ohio,28396
2110,Portage County,Ohio,164837
2111,Preble County,Ohio,41478
2112,Putnam County,Ohio,34176
2113,Richland County,Ohio,122519
2114,Ross County,Ohio,77833
2115,Sandusky County,Ohio,59488
2116,Scioto County,Ohio,76387
2117,Seneca County,Ohio,55854
2118,Shelby County,Ohio,49197
2119,Stark County,Ohio,375930
2120,Summit County,Ohio,548271
2121,Trumbull County,Ohio,200955
2122,Tuscarawas County,Ohio,93257
2123,Union County,Ohio,58513
2124,Van Wert County,Ohio,28613
2125,Vinton County,Ohio,13293
2126,Warren County,Ohio,234895
2127,Washington County,Ohio,60860
2128,Wayne County,Ohio,117326
2129,Williams County,Ohio,37235
2130,Wood County,Ohio,132228
2131,Wyandot County,Ohio,22192
2132,Adair County,Oklahoma,22341
2133,Alfalfa County,Oklahoma,5821
2134,Atoka County,Oklahoma,14000
2135,Beaver County,Oklahoma,5381
2136,Beckham County,Oklahoma,21963
2137,Blaine County,Oklahoma,9596
2138,Bryan County,Oklahoma,47745
2139,Caddo County,Oklahoma,29317
2140,Canadian County,Oklahoma,146140
2141,Carter County,Oklahoma,48742
2142,Cherokee County,Oklahoma,49246
2143,Choctaw County,Oklahoma,14840
2144,Cimarron County,Oklahoma,2178
2145,Cleveland County,Oklahoma,284971
2146,Coal County,Oklahoma,5585
2147,Comanche County,Oklahoma,121834
2148,Cotton County,Oklahoma,5844
2149,Craig County,Oklahoma,14474
2150,Creek County,Oklahoma,72443
2151,Custer County,Oklahoma,29376
2152,Delaware County,Oklahoma,43234
2153,Dewey County,Oklahoma,4951
2154,Ellis County,Oklahoma,3998
2155,Garfield County,Oklahoma,61627
2156,Garvin County,Oklahoma,28137
2157,Grady County,Oklahoma,56202
2158,Grant County,Oklahoma,4377
2159,Greer County,Oklahoma,5889
2160,Harmon County,Oklahoma,2695
2161,Harper County,Oklahoma,3842
2162,Haskell County,Oklahoma,12817
2163,Hughes County,Oklahoma,13491
2164,Jackson County,Oklahoma,25241
2165,Jefferson County,Oklahoma,6195
2166,Johnston County,Oklahoma,11077
2167,Kay County,Oklahoma,44679
2168,Kingfisher County,Oklahoma,16001
2169,Kiowa County,Oklahoma,8831
2170,Latimer County,Oklahoma,10351
2171,Le Flore County,Oklahoma,50566
2172,Lincoln County,Oklahoma,35329
2173,Logan County,Oklahoma,47845
2174,Love County,Oklahoma,10253
2175,McClain County,Oklahoma,40454
2176,McCurtain County,Oklahoma,33086
2177,McIntosh County,Oklahoma,20047
2178,Major County,Oklahoma,7734
2179,Marshall County,Oklahoma,17003
2180,Mayes County,Oklahoma,41589
2181,Murray County,Oklahoma,14117
2182,Muskogee County,Oklahoma,69163
2183,Noble County,Oklahoma,11421
2184,Nowata County,Oklahoma,10338
2185,Okfuskee County,Oklahoma,12240
2186,Oklahoma County,Oklahoma,801873
2187,Okmulgee County,Oklahoma,38784
2188,Osage County,Oklahoma,47565
2189,Ottawa County,Oklahoma,31540
2190,Pawnee County,Oklahoma,16582
2191,Payne County,Oklahoma,83002
2192,Pittsburg County,Oklahoma,44391
2193,Pontotoc County,Oklahoma,38695
2194,Pottawatomie County,Oklahoma,73531
2195,Pushmataha County,Oklahoma,11310
2196,Roger Mills County,Oklahoma,3699
2197,Rogers County,Oklahoma,93062
2198,Seminole County,Oklahoma,24866
2199,Sequoyah County,Oklahoma,41662
2200,Stephens County,Oklahoma,43772
2201,Texas County,Oklahoma,20695
2202,Tillman County,Oklahoma,7434
2203,Tulsa County,Oklahoma,655960
2204,Wagoner County,Oklahoma,81049
2205,Washington County,Oklahoma,52451
2206,Washita County,Oklahoma,11257
2207,Woods County,Oklahoma,9001
2208,Woodward County,Oklahoma,20459
2209,Baker County,Oregon,16194
2210,Benton County,Oregon,93181
2211,Clackamas County,Oregon,420952
2212,Clatsop County,Oregon,40230
2213,Columbia County,Oregon,52991
2214,Coos County,Oregon,65144
2215,Crook County,Oregon,24147
2216,Curry County,Oregon,23080
2217,Deschutes County,Oregon,194247
2218,Douglas County,Oregon,111576
2219,Gilliam County,Oregon,1916
2220,Grant County,Oregon,7260
2221,Harney County,Oregon,7415
2222,Hood River County,Oregon,23703
2223,Jackson County,Oregon,222138
2224,Jefferson County,Oregon,24476
2225,Josephine County,Oregon,88417
2226,Klamath County,Oregon,68446
2227,Lake County,Oregon,7971
2228,Lane County,Oregon,384061
2229,Lincoln County,Oregon,49967
2230,Linn County,Oregon,128828
2231,Malheur County,Oregon,31085
2232,Marion County,Oregon,350934
2233,Morrow County,Oregon,11505
2234,Multnomah County,Oregon,821397
2235,Polk County,Oregon,86233
2236,Sherman County,Oregon,1728
2237,Tillamook County,Oregon,27101
2238,Umatilla County,Oregon,78425
2239,Union County,Oregon,26771
2240,Wallowa County,Oregon,7164
2241,Wasco County,Oregon,26816
2242,Washington County,Oregon,604702
2243,Wheeler County,Oregon,1382
2244,Yamhill County,Oregon,108256
2245,Adams County,Pennsylvania,104016
2246,Allegheny County,Pennsylvania,1232735
2247,Armstrong County,Pennsylvania,66028
2248,Beaver County,Pennsylvania,166673
2249,Bedford County,Pennsylvania,48741
2250,Berks County,Pennsylvania,425077
2251,Blair County,Pennsylvania,123928
2252,Bradford County,Pennsylvania,61546
2253,Bucks County,Pennsylvania,635559
2254,Butler County,Pennsylvania,190091
2255,Cambria County,Pennsylvania,133274
2256,Cameron County,Pennsylvania,4545
2257,Carbon County,Pennsylvania,64980
2258,Centre County,Pennsylvania,164713
2259,Chester County,Pennsylvania,528166
2260,Clarion County,Pennsylvania,39234
2261,Clearfield County,Pennsylvania,80319
2262,Clinton County,Pennsylvania,39137
2263,Columbia County,Pennsylvania,66223
2264,Crawford County,Pennsylvania,86060
2265,Cumberland County,Pennsylvania,254370
2266,Dauphin County,Pennsylvania,280345
2267,Delaware County,Pennsylvania,571371
2268,Elk County,Pennsylvania,30523
2269,Erie County,Pennsylvania,275250
2270,Fayette County,Pennsylvania,131970
2271,Forest County,Pennsylvania,7364
2272,Franklin County,Pennsylvania,156650
2273,Fulton County,Pennsylvania,14693
2274,Greene County,Pennsylvania,36934
2275,Huntingdon County,Pennsylvania,45697
2276,Indiana County,Pennsylvania,85492
2277,Jefferson County,Pennsylvania,44153
2278,Juniata County,Pennsylvania,24994
2279,Lackawanna County,Pennsylvania,213264
2280,Lancaster County,Pennsylvania,549929
2281,Lawrence County,Pennsylvania,87194
2282,Lebanon County,Pennsylvania,142971
2283,Lehigh County,Pennsylvania,372415
2284,Luzerne County,Pennsylvania,321370
2285,Lycoming County,Pennsylvania,114996
2286,McKean County,Pennsylvania,41448
2287,Mercer County,Pennsylvania,111980
2288,Mifflin County,Pennsylvania,46764
2289,Monroe County,Pennsylvania,171494
2290,Montgomery County,Pennsylvania,838317
2291,Montour County,Pennsylvania,18454
2292,Northampton County,Pennsylvania,308380
2293,Northumberland County,Pennsylvania,92151
2294,Perry County,Pennsylvania,46680
2295,Philadelphia County,Pennsylvania,1602708
2296,Pike County,Pennsylvania,56589
2297,Potter County,Pennsylvania,16817
2298,Schuylkill County,Pennsylvania,143732
2299,Snyder County,Pennsylvania,41015
2300,Somerset County,Pennsylvania,74819
2301,Sullivan County,Pennsylvania,6142
2302,Susquehanna County,Pennsylvania,41065
2303,Tioga County,Pennsylvania,41241
2304,Union County,Pennsylvania,45310
2305,Venango County,Pennsylvania,51867
2306,Warren County,Pennsylvania,39961
2307,Washington County,Pennsylvania,209777
2308,Wayne County,Pennsylvania,51877
2309,Westmoreland County,Pennsylvania,354721
2310,Wyoming County,Pennsylvania,27363
2311,York County,Pennsylvania,453528
2312,Bristol County,Rhode Island,49219
2313,Kent County,Rhode Island,165782
2314,Newport County,Rhode Island,83510
2315,Providence County,Rhode Island,643541
2316,Washington County,Rhode Island,127658
2317,Abbeville County,South Carolina,24829
2318,Aiken County,South Carolina,171387
2319,Allendale County,South Carolina,9007
2320,Anderson County,South Carolina,202832
2321,Bamberg County,South Carolina,14442
2322,Barnwell County,South Carolina,21359
2323,Beaufort County,South Carolina,190927
2324,Berkeley County,South Carolina,223683
2325,Calhoun County,South Carolina,14690
2326,Charleston County,South Carolina,410663
2327,Cherokee County,South Carolina,57747
2328,Chester County,South Carolina,32629
2329,Chesterfield County,South Carolina,46290
2330,Clarendon County,South Carolina,34095
2331,Colleton County,South Carolina,38101
2332,Darlington County,South Carolina,67585
2333,Dillon County,South Carolina,30958
2334,Dorchester County,South Carolina,162530
2335,Edgefield County,South Carolina,27369
2336,Fairfield County,South Carolina,22665
2337,Florence County,South Carolina,139779
2338,Georgetown County,South Carolina,62979
2339,Greenville County,South Carolina,520241
2340,Greenwood County,South Carolina,71570
2341,Hampton County,South Carolina,19578
2342,Horry County,South Carolina,348181
2343,Jasper County,South Carolina,29311
2344,Kershaw County,South Carolina,66361
2345,Lancaster County,South Carolina,96498
2346,Laurens County,South Carolina,67779
2347,Lee County,South Carolina,17343
2348,Lexington County,South Carolina,298491
2349,McCormick County,South Carolina,9520
2350,Marion County,South Carolina,31403
2351,Marlboro County,South Carolina,26707
2352,Newberry County,South Carolina,38972
2353,Oconee County,South Carolina,79293
2354,Orangeburg County,South Carolina,87953
2355,Pickens County,South Carolina,126402
2356,Richland County,South Carolina,419436
2357,Saluda County,South Carolina,20785
2358,Spartanburg County,South Carolina,317568
2359,Sumter County,South Carolina,107761
2360,Union County,South Carolina,27731
2361,Williamsburg County,South Carolina,30965
2362,York County,South Carolina,277331
2363,Aurora County,South Dakota,2834
2364,Beadle County,South Dakota,19104
2365,Bennett County,South Dakota,3509
2366,Bon Homme County,South Dakota,7062
2367,Brookings County,South Dakota,35645
2368,Brown County,South Dakota,39777
2369,Brule County,South Dakota,5290
2370,Buffalo County,South Dakota,2060
2371,Butte County,South Dakota,10342
2372,Campbell County,South Dakota,1393
2373,Charles Mix County,South Dakota,9447
2374,Clark County,South Dakota,3783
2375,Clay County,South Dakota,14206
2376,Codington County,South Dakota,28343
2377,Corson County,South Dakota,4214
2378,Custer County,South Dakota,8828
2379,Davison County,South Dakota,20022
2380,Day County,South Dakota,5570
2381,Deuel County,South Dakota,4388
2382,Dewey County,South Dakota,5973
2383,Douglas County,South Dakota,2969
2384,Edmunds County,South Dakota,3920
2385,Fall River County,South Dakota,6837
2386,Faulk County,South Dakota,2357
2387,Grant County,South Dakota,7231
2388,Gregory County,South Dakota,4261
2389,Haakon County,South Dakota,1940
2390,Hamlin County,South Dakota,6183
2391,Hand County,South Dakota,3300
2392,Hanson County,South Dakota,3416
2393,Harding County,South Dakota,1264
2394,Hughes County,South Dakota,17857
2395,Hutchinson County,South Dakota,7467
2396,Hyde County,South Dakota,1297
2397,Jackson County,South Dakota,3346
2398,Jerauld County,South Dakota,2067
2399,Jones County,South Dakota,939
2400,Kingsbury County,South Dakota,4977
2401,Lake County,South Dakota,13210
2402,Lawrence County,South Dakota,26043
2403,Lincoln County,South Dakota,59496
2404,Lyman County,South Dakota,3866
2405,McCook County,South Dakota,5611
2406,McPherson County,South Dakota,2435
2407,Marshall County,South Dakota,5172
2408,Meade County,South Dakota,28626
2409,Mellette County,South Dakota,2066
2410,Miner County,South Dakota,2239
2411,Minnehaha County,South Dakota,195137
2412,Moody County,South Dakota,6656
2413,Oglala Lakota County,South Dakota,14477
2414,Pennington County,South Dakota,113039
2415,Perkins County,South Dakota,2956
2416,Potter County,South Dakota,2233
2417,Roberts County,South Dakota,10569
2418,Sanborn County,South Dakota,2457
2419,Spink County,South Dakota,6571
2420,Stanley County,South Dakota,3057
2421,Sully County,South Dakota,1408
2422,Todd County,South Dakota,10404
2423,Tripp County,South Dakota,5542
2424,Turner County,South Dakota,8523
2425,Union County,South Dakota,15802
2426,Walworth County,South Dakota,5652
2427,Yankton County,South Dakota,23137
2428,Ziebach County,South Dakota,2774
2429,Anderson County,Tennessee,77379
2430,Bedford County,Tennessee,49613
2431,Benton County,Tennessee,16374
2432,Bledsoe County,Tennessee,14928
2433,Blount County,Tennessee,132889
2434,Bradley County,Tennessee,107978
2435,Campbell County,Tennessee,40047
2436,Cannon County,Tennessee,14632
2437,Carroll County,Tennessee,28348
2438,Carter County,Tennessee,57012
2439,Cheatham County,Tennessee,40913
2440,Chester County,Tennessee,17479
2441,Claiborne County,Tennessee,32128
2442,Clay County,Tennessee,7807
2443,Cocke County,Tennessee,36193
2444,Coffee County,Tennessee,56353
2445,Crockett County,Tennessee,14496
2446,Cumberland County,Tennessee,60373
2447,Davidson County,Tennessee,700706
2448,Decatur County,Tennessee,11843
2449,DeKalb County,Tennessee,20374
2450,Dickson County,Tennessee,54073
2451,Dyer County,Tennessee,37757
2452,Fayette County,Tennessee,40982
2453,Fentress County,Tennessee,18431
2454,Franklin County,Tennessee,42381
2455,Gibson County,Tennessee,49620
2456,Giles County,Tennessee,29849
2457,Grainger County,Tennessee,23416
2458,Greene County,Tennessee,69897
2459,Grundy County,Tennessee,13502
2460,Hamblen County,Tennessee,65326
2461,Hamilton County,Tennessee,368556
2462,Hancock County,Tennessee,6626
2463,Hardeman County,Tennessee,25516
2464,Hardin County,Tennessee,26078
2465,Hawkins County,Tennessee,57193
2466,Haywood County,Tennessee,17538
2467,Henderson County,Tennessee,28173
2468,Henry County,Tennessee,32737
2469,Hickman County,Tennessee,25357
2470,Houston County,Tennessee,8360
2471,Humphreys County,Tennessee,18703
2472,Jackson County,Tennessee,11896
2473,Jefferson County,Tennessee,54645
2474,Johnson County,Tennessee,17986
2475,Knox County,Tennessee,470743
2476,Lake County,Tennessee,7498
2477,Lauderdale County,Tennessee,26128
2478,Lawrence County,Tennessee,44247
2479,Lewis County,Tennessee,12228
2480,Lincoln County,Tennessee,34517
2481,Loudon County,Tennessee,53676
2482,McMinn County,Tennessee,53910
2483,McNairy County,Tennessee,26135
2484,Macon County,Tennessee,24549
2485,Madison County,Tennessee,98749
2486,Marion County,Tennessee,28910
2487,Marshall County,Tennessee,34078
2488,Maury County,Tennessee,95446
2489,Meigs County,Tennessee,12450
2490,Monroe County,Tennessee,46900
2491,Montgomery County,Tennessee,208364
2492,Moore County,Tennessee,6486
2493,Morgan County,Tennessee,21832
2494,Obion County,Tennessee,30622
2495,Overton County,Tennessee,22327
2496,Perry County,Tennessee,8159
2497,Pickett County,Tennessee,5142
2498,Polk County,Tennessee,17096
2499,Putnam County,Tennessee,79767
2500,Rhea County,Tennessee,33431
2501,Roane County,Tennessee,53763
2502,Robertson County,Tennessee,71844
2503,Rutherford County,Tennessee,328699
2504,Scott County,Tennessee,22297
2505,Sequatchie County,Tennessee,15050
2506,Sevier County,Tennessee,99040
2507,Shelby County,Tennessee,946734
2508,Smith County,Tennessee,20176
2509,Stewart County,Tennessee,13720
2510,Sullivan County,Tennessee,159516
2511,Sumner County,Tennessee,189343
2512,Tipton County,Tennessee,62303
2513,Trousdale County,Tennessee,11141
2514,Unicoi County,Tennessee,17969
2515,Union County,Tennessee,19919
2516,Van Buren County,Tennessee,5833
2517,Warren County,Tennessee,41357
2518,Washington County,Tennessee,130115
2519,Wayne County,Tennessee,16752
2520,Weakley County,Tennessee,33807
2521,White County,Tennessee,27425
2522,Williamson County,Tennessee,234445
2523,Wilson County,Tennessee,142273
2524,Anderson County,Texas,58738
2525,Andrews County,Texas,18341
2526,Angelina County,Texas,88113
2527,Aransas County,Texas,24071
2528,Archer County,Texas,8889
2529,Armstrong County,Texas,1914
2530,Atascosa County,Texas,50900
2531,Austin County,Texas,30341
2532,Bailey County,Texas,7109
2533,Bandera County,Texas,23092
2534,Bastrop County,Texas,87996
2535,Baylor County,Texas,3624
2536,Bee County,Texas,32969
2537,Bell County,Texas,359811
2538,Bexar County,Texas,2009331
2539,Blanco County,Texas,11839
2540,Borden County,Texas,656
2541,Bosque County,Texas,18910
2542,Bowie County,Texas,95430
2543,Brazoria County,Texas,374540
2544,Brazos County,Texas,229416
2545,Brewster County,Texas,9376
2546,Briscoe County,Texas,1534
2547,Brooks County,Texas,7197
2548,Brown County,Texas,38369
2549,Burleson County,Texas,18605
2550,Burnet County,Texas,48099
2551,Caldwell County,Texas,43754
2552,Calhoun County,Texas,21814
2553,Callahan County,Texas,14158
2554,Cameron County,Texas,428877
2555,Camp County,Texas,13186
2556,Carson County,Texas,6075
2557,Cass County,Texas,30472
2558,Castro County,Texas,7755
2559,Chambers County,Texas,42952
2560,Cherokee County,Texas,53209
2561,Childress County,Texas,7376
2562,Clay County,Texas,10579
2563,Cochran County,Texas,2869
2564,Coke County,Texas,3410
2565,Coleman County,Texas,8495
2566,Collin County,Texas,1016929
2567,Collingsworth County,Texas,2997
2568,Colorado County,Texas,21466
2569,Comal County,Texas,150112
2570,Comanche County,Texas,13693
2571,Concho County,Texas,4326
2572,Cooke County,Texas,41050
2573,Coryell County,Texas,75685
2574,Cottle County,Texas,1405
2575,Crane County,Texas,4850
2576,Crockett County,Texas,3540
2577,Crosby County,Texas,5847
2578,Culberson County,Texas,2230
2579,Dallam County,Texas,7284
2580,Dallas County,Texas,2668694
2581,Dawson County,Texas,12767
2582,Deaf Smith County,Texas,18980
2583,Delta County,Texas,5412
2584,Denton County,Texas,869134
2585,DeWitt County,Texas,20424
2586,Dickens County,Texas,2275
2587,Dimmit County,Texas,10429
2588,Donley County,Texas,3358
2589,Duval County,Texas,11343
2590,Eastland County,Texas,18537
2591,Ector County,Texas,164025
2592,Edwards County,Texas,1951
2593,Ellis County,Texas,181539
2594,El Paso County,Texas,850614
2595,Erath County,Texas,42944
2596,Falls County,Texas,17538
2597,Fannin County,Texas,35700
2598,Fayette County,Texas,25646
2599,Fisher County,Texas,3884
2600,Floyd County,Texas,5905
2601,Foard County,Texas,1214
2602,Fort Bend County,Texas,797094
2603,Franklin County,Texas,10892
2604,Freestone County,Texas,20040
2605,Frio County,Texas,20048
2606,Gaines County,Texas,21146
2607,Galveston County,Texas,341851
2608,Garza County,Texas,6655
2609,Gillespie County,Texas,27118
2610,Glasscock County,Texas,1404
2611,Goliad County,Texas,7673
2612,Gonzales County,Texas,21070
2613,Gray County,Texas,22152
2614,Grayson County,Texas,135562
2615,Gregg County,Texas,125157
2616,Grimes County,Texas,28692
2617,Guadalupe County,Texas,165613
2618,Hale County,Texas,34227
2619,Hall County,Texas,3063
2620,Hamilton County,Texas,8583
2621,Hansford County,Texas,5527
2622,Hardeman County,Texas,3968
2623,Hardin County,Texas,57878
2624,Harris County,Texas,4753699
2625,Harrison County,Texas,67508
2626,Hartley County,Texas,5685
2627,Haskell County,Texas,5881
2628,Hays County,Texas,225241
2629,Hemphill County,Texas,3870
2630,Henderson County,Texas,83264
2631,Hidalgo County,Texas,876090
2632,Hill County,Texas,36780
2633,Hockley County,Texas,23249
2634,Hood County,Texas,61247
2635,Hopkins County,Texas,37242
2636,Houston County,Texas,23441
2637,Howard County,Texas,36886
2638,Hudspeth County,Texas,4851
2639,Hunt County,Texas,97624
2640,Hutchinson County,Texas,21446
2641,Irion County,Texas,1540
2642,Jack County,Texas,8947
2643,Jackson County,Texas,15048
2644,Jasper County,Texas,36293
2645,Jeff Davis County,Texas,2278
2646,Jefferson County,Texas,257990
2647,Jim Hogg County,Texas,5310
2648,Jim Wells County,Texas,41301
2649,Johnson County,Texas,173370
2650,Jones County,Texas,20049
2651,Karnes County,Texas,15833
2652,Kaufman County,Texas,130130
2653,Kendall County,Texas,46176
2654,Kenedy County,Texas,447
2655,Kent County,Texas,735
2656,Kerr County,Texas,53019
2657,Kimble County,Texas,4413
2658,King County,Texas,280
2659,Kinney County,Texas,3811
2660,Kleberg County,Texas,31494
2661,Knox County,Texas,3696
2662,Lamar County,Texas,50311
2663,Lamb County,Texas,13312
2664,Lampasas County,Texas,21478
2665,La Salle County,Texas,7619
2666,Lavaca County,Texas,20346
2667,Lee County,Texas,17345
2668,Leon County,Texas,17472
2669,Liberty County,Texas,87335
2670,Limestone County,Texas,23795
2671,Lipscomb County,Texas,3394
2672,Live Oak County,Texas,12309
2673,Llano County,Texas,21900
2674,Loving County,Texas,154
2675,Lubbock County,Texas,311016
2676,Lynn County,Texas,5946
2677,McCulloch County,Texas,8081
2678,McLennan County,Texas,257592
2679,McMullen County,Texas,758
2680,Madison County,Texas,14591
2681,Marion County,Texas,10044
2682,Martin County,Texas,5820
2683,Mason County,Texas,4330
2684,Matagorda County,Texas,36980
2685,Maverick County,Texas,59171
2686,Medina County,Texas,51518
2687,Menard County,Texas,2164
2688,Midland County,Texas,174601
2689,Milam County,Texas,25426
2690,Mills County,Texas,4979
2691,Mitchell County,Texas,8240
2692,Montague County,Texas,19826
2693,Montgomery County,Texas,597852
2694,Moore County,Texas,21737
